product_description,product_url,image_url,price,delivery_time,pickup_availability,cancellation_policy,product_status,product_views,
Nothing Phone (2) A065 256GB 12GB RAM - Dual - Weiß - Glasschaden - Defekt,https://www.ebay.de/itm/406037957560?_skw=phones&itmmeta=01K00G8856G63V3QM3VAKV7M24&hash=item5e89bf8bb8:g:dOoAAeSw1sJocN-e&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cl%2B1OkqRh%2BGzup47u5C34aFvoQ34BY70S%2FUTlGSEtmEAkbYsXs8k76ZtDTz54Qq%2FxcqVIM597ASjJou1Kmzy1XsJDANitnCUrqcmJKBRa%2FcqX08E9AWKAv7zVrFpjnRcLnJp8pMZMOSSceqDeemnF9%2FNBhEAgQ3BBp9t714SDR4fAAy1%2FkmmVxIGqq%2FhxQUaQjFOsvu4Rm8g33pmI53XnWdm7QWJPulmFEA4Bged4aZw%3D%3D%7Ctkp%3ABk9SR5iDoZCAZg,https://i.ebayimg.com/images/g/dOoAAeSw1sJocN-e/s-l500.webp," 210,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Refurbished,0,
"Apple iPhone 13 128GB Green
                    Capacitive Touchscreen 4GB RAM Dual SIM
                    Phone",https://www.ebay.de/itm/296888659269?_skw=phones&itmmeta=01K00FBEBT9F7EMFQT8PB6475W&hash=item451ff16d45:g:mMUAAOSwMkBnYvnf&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dM3FKU724WfYR8cyJYA1iiccCu4z38hxkv%2FjN0ctsP%2FJxbaBkZfwTzgTvKvD9fllrMUyxG0AitLnKpxO4Isbw5o%2FNLdfkC9cxuXwgO%2Fkk13rvuDHaCZtDQItAFA6okk19lUi4gZCI6VDA8JPi%2B%2F%2BbGVFTJ98Jgyh5hQ4fY5nK80YH0MLu7nB8vKlj8vSoav1DpW0V1ZA8QwnTy7MD5k8EBLwdbg17I%2FHC0MQHSZI7IGg%3D%3D%7Ctkp%3ABlBMULrmrY-AZg,https://i.ebayimg.com/images/g/mMUAAOSwMkBnYvnf/s-l500.webp,"
    this_is_price----                    299,00","Gratis 1-2 Tage
                            Lieferung","Lieferung
                        an Abholstation möglich","Verkäufer
                        zahlt Rückversand",Refurbished,"12
                             ",
Volla Phone X23 handy,https://www.ebay.de/itm/326675664059?_skw=phones&itmmeta=01K00FBEBT6NGA6GNNVXAX12QD&hash=item4c0f630cbb:g:dm8AAeSw33tobAiU&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1d9y6C75lZfvdh%2BW0YvOfUXdBJxMJpupUArO9bK%2BS%2FWlWvQu64vQdXTIszUMQD6RVNo4g4O7entrSpda4L3wunlIAkYf%2BBWLyo8e%2Bin8vadXJLs8%2BYc4qAe7Rg%2Fyca%2BchYWq0B1fn9n7NfD6Nq6YK%2F1fKQWR7zh9FcHzRWjbiz1rKUgZ%2FlaCKLK%2BBoKiFyS8SiMLm%2BIY3jR9Z6OWbh29Edaq8y0SZSQv3UtrwTN3HMwJQ%3D%3D%7Ctkp%3ABk9SR7rmrY-AZg,https://i.ebayimg.com/images/g/dm8AAeSw33tobAiU/s-l500.webp," 300,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Refurbished,0,
NOTHING Phone 2A 256 GB Schwarz Dual SIM Kundenretoure !,https://www.ebay.de/itm/226846959400?_skw=phones&itmmeta=01K00G8857C7XY9KFVD22XECSH&hash=item34d121e728:g:9x4AAeSwIF9oZo7h&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eZ9PtF9II7jMqjisvUJnj%2F1Ev3V9eXp2jycfIQrsDHeFOtJ8Y6mVVlkZDPj28QF2aarrZoK7fJ0sEMBpKqU7v8nkeQkrXpGz2aAeIoBFfpfp55iLFI4ONgsXI3i%2FtONdK%2BxrYGKucp9GpR9OYbIzZHBEqNZ5KukY%2Bb9Vjuf4vYta5Z1jNZCjO%2BAq9VcptcGlSRBikos88BNbxxy3gYdMo6m8LJNR3KwnRmAX1ol7GE68N9%2FG86aMDxh8zEu%2BEjLxmK9tsYz4y%2FZ4%2BVHzZtg5Ua%7Ctkp%3ABk9SR5iDoZCAZg,https://i.ebayimg.com/images/g/9x4AAeSwIF9oZo7h/s-l500.webp," 269,00",Not Applicable,Delievery to Pickup Point Possible,Seller Pays Return Shipping,Refurbished,0,
Nokia Lumia 650 16GB - Schwarz - Gebraucht - s182,https://www.ebay.de/itm/196960928951?_skw=phones&itmmeta=01K00G8857BVG6J6KDSPRP4S0A&hash=item2ddbc944b7:g:Ws8AAOSwV5Rmteck&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dxTq4iRb7yMF0Roh9w0vxKXdl0iVQfI5lCr2xEDE361%2FKtCpbagkZDvZQdRNWHF9LzNNTolAe23izIG9OyWKBMKTRWWa%2Boe6XjeVrUSWx%2Bga5Goreb8mVnyyuy3JSvBMec%2BKbY0RfBUmPnc2hKfVvF36cMZUMspNAcZiAqVMuslmUao6dsIQV%2BDoSol3%2Fya9lLaxEHgF%2FSeI2xG43DZaweJTtqy4ddTFiMaJhH8cfHlYz6HarVqtV1Gxhxznm9nghUpm1waKm2%2FufzCle5RmI1%7Ctkp%3ABFBMmIOhkIBm,https://i.ebayimg.com/images/g/Ws8AAOSwV5Rmteck/s-l500.webp," 49,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Refurbished,0,
iPhone 8 64GB Rosegold - Batteriekapazität 100%,https://www.ebay.de/itm/256970135650?_skw=phones&epid=21057056305&itmmeta=01K00G8857JEY9WPJQ092XEXBN&hash=item3bd49d1862:g:15wAAeSw1PRoQpc4&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cCRkigb%2BhD6ES9gqKAKiGs0yy%2BgafJxEACmxxjn07uIbrv4AYoL1SDRXfDfNS4BBhd%2BlW2O5PHY4rgfM60zaA5FKb3GdqW97vYuNNjLihAwQctaa3Eq9hOrrq%2BwgGVed6OezsmEdn53a7kmAH5m3UmlQPh7Tmv2g26h%2BRBWSPxiJ1IPrDHCCwOUi8Xrh1KrabUb4jqHlLD7Pn3BLWyrhVtuCOEuDyFBrEzb5RG7Ysi3EvfIo2LHQUBGdHYJdJD6302p3BRnh2D7FzurzezusWh%7Ctkp%3ABFBMmIOhkIBm,https://i.ebayimg.com/images/g/15wAAeSw1PRoQpc4/s-l500.webp," 99,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Refurbished,0,
"Brondi Amico Smartphone S Dual Sim Nano Sim Android Schwarz 5,7""",https://www.ebay.de/itm/197378836387?_skw=phones&itmmeta=01K00G88573GE7K6AQ41TM6715&hash=item2df4b207a3:g:2gUAAOSwGWZm10ku&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cdFGBl25lKJICIb5PRJkmcBtn%2Fg3crpYIqAahAFdr8o2rRPACM%2F0jiMv7wCCfqFk1q5MnOgSf1Az2guc5SA3p4PrSYCITUrjUC7W4rzT1jgM%2B8U0uZKqJ%2BsQXtdcJ%2BFZ3EatT7K6ShaC%2BeXwi23jUx99DWE0xO6mbRqsGwUHP7%2BVJbPyQUynn580o0anmQYWVEbApE4%2BnUwHTf%2Fkc%2FSCjCnzfx%2FMVn5vh%2BpJFEiSaq9wdGV6NMSnRdZxryLhmTHS2%2BjjjhFW%2FiRxiY4EM2hGWQ%7Ctkp%3ABFBMmoOhkIBm,https://i.ebayimg.com/images/g/2gUAAOSwGWZm10ku/s-l500.webp," 49,95",Gratis 2-3 Tage Lieferung,Delievery to Pickup Point Possible,Return Not Possible,Refurbished,0,
Telefon Phone SIM Echtes Bluetooth GSM Handy Mini Simlock Kein Dual BM10 L8Star,https://www.ebay.de/itm/316986555821?_skw=phones&itmmeta=01K00G8857SBQ9SMXARFQSCTZD&hash=item49cddefdad:g:CPoAAOSw9uRoTUyA&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eKbhSpUQCVp2MuvOjvcaFY%2BAYnTns3JaggcHJ%2BKygSRZH%2BCvttDTf%2BxTVIZX07z8S8kfV7SFqUwJknLTLuEFrAcsiBsOcOymIQRYOXe7hzTRaOsyQkyElgbn6tsA6cQDnSB0IRA3UPJnQ9a9ng3XOVxueReEMN5geQCrc0LULs%2FE1hlm%2Fi5cKCJzDLe4zEeXmMOthDVJhOLhgvbDGDXjZcIJmaYrSoydpAOfmf5csnl%2BZ%2BwL7%2FbeJ3uUWvo1lwFvzI0xoT7GTc5RSDsGbd22T3%7Ctkp%3ABk9SR5qDoZCAZg,https://i.ebayimg.com/images/g/CPoAAOSw9uRoTUyA/s-l500.webp," 17,50bis 17,73",Not Applicable,N/A,Return Not Possible,Refurbished,0,
Phone by Google Pixel XL Model G-2PW2200 DEFEKT als Ersatzteilspender.,https://www.ebay.de/itm/306371476474?_skw=phones&itmmeta=01K00G8857WCVG150BZ52P76ZE&hash=item475529bbfa:g:zewAAOSwDd5nlowq&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dbNg1Nx2AUkIHAuAkpg2KuRNoObSe3%2FTyycZ24dHTfH9O00VjJgn5XP3DM%2BCfgGJOxnL%2FVx3403dIgElI1sd3FanTMVvZ3v7oDK8k1Zq27gheqgTG%2F4M24%2F3gR2cczYUmS5M6nQurKhCNRa3pfoHZtbyJZ9oRlaDew848bi6CsocvFgUUFecx30Opw2GSJExv2POkvGAQGe6Ak%2FZPI9%2BNoPKCevLIMIEOpAyXSRSGimg%3D%3D%7Ctkp%3ABk9SR5qDoZCAZg,https://i.ebayimg.com/images/g/zewAAOSwDd5nlowq/s-l500.webp," 37,00",Not Applicable,N/A,Return Not Possible,Refurbished,0,
"XGODY S24 Handy 16GB 5,5"" Smartphone Ohne Vertrag Gesichts ID 2SIM 3G Schwarz",https://www.ebay.de/itm/267317984250?_skw=phones&itmmeta=01K00G88574NY8VAR41QZZFXYV&hash=item3e3d64bbfa:g:TykAAeSw0pxobUCe&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1f%2FseQp7%2F90cihvY0LEVCs5Ro5qxRTFqtX0WlPriLy%2BxjYEL38lxz%2FOGKW60zSQxcrZrMN%2F3doWwgi6MV32P2lpPxO7EhyY0Z6RbdYYv0%2FVyFBrP%2FTHZTQWIuS%2FBgUDPfX6phr%2B29GQumEmRoHF%2BYrJGV5puhYerjExwEDU2OdL2LCgISRMReKIlBXFT3uWmDqcyynouO%2BreurUX9AIF0i2jAVbdionoHStkD4yy0BUssits5sEj3SJCV24m9lWNUmu5HEFTvL62RxRRNxsFIbj%7Ctkp%3ABk9SR5qDoZCAZg,https://i.ebayimg.com/images/g/TykAAeSw0pxobUCe/s-l500.webp," 55,00",Gratis 2-3 Tage Lieferung,Delievery to Pickup Point Possible,Return Not Possible,Refurbished,0,
CMF Phone 1 - Android 15 Smartphone - 128GB + 8GB - schwarz - neuwertig,https://www.ebay.de/itm/177249396595?_skw=phones&itmmeta=01K00G88570CHR5QJ0RB7SF86K&hash=item2944e32773:g:7CcAAeSwkFFoa7NS&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1e2GTtS1Ukvy1FHdpkgP1DDxN6Waj2Okf0DqihPKab%2F3NIhQ05V%2FLYtRvPxjz3XfZQRv%2By7330dnk6RzxDvleeXW38y5Qh%2FxdOP4PDip1wlMEqpbHQYfoN4WS3jURGeUmrXHtUuln9IzeAr56iCrbCo5Maxj3LpFyfuelS9yKTtsdUZVN3rPV4Ee1UsNCikC7e9PkTg%2FJa8wyRIdOaQ8Q4iBslPVsW9B5TyP5Z4QZ2ZKf28A5Nnqns%2BS%2FAiZD3hT967cAaJYc%2BXeh6zrZXSCdS%2F%7Ctkp%3ABk9SR5qDoZCAZg,https://i.ebayimg.com/images/g/7CcAAeSwkFFoa7NS/s-l500.webp," 150,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Refurbished,0,
"Tiptel Ergophone weiß, wie neu, Seniorenhandy mit SOS Funktion",https://www.ebay.de/itm/297457522453?_skw=phones&epid=207062733&itmmeta=01K00G8857AJRCKE7TAPPRWQZV&hash=item4541d99715:g:A3AAAeSwJflobVup&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dw5twqGPvh4m5ezzq1q2JfGXyWm8D19elqN1k6g5s84OeFRYihpIAjPw%2FRIQQrcd2sreRuFYW45spaPmWG8XKLAYbPyYfLNp0QMlh5IFkbTK3CahzLSM7vfSCzMwKwJ2dqCCg0mZshpgvePoMPbuRyPP4d3KWOGj16aUq3LeQJGLEKa4Qr4kLVOvoHv4yFf4rhOv7CGXyZpoSYERAARRTBGlCu3lquaeMgwinX6p5MTw%3D%3D%7Ctkp%3ABk9SR5qDoZCAZg,https://i.ebayimg.com/images/g/A3AAAeSwJflobVup/s-l500.webp," 18,88",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Refurbished,0,
DORO PHONE EASY 609 SCHWARZ OVP wie neu,https://www.ebay.de/itm/277241650291?_skw=phones&itmmeta=01K00G8857KDE0C4XC5HGJ429E&hash=item408ce3dc73:g:eFAAAeSwq61oYV7w&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fqP%2BgcY%2BYAiSyoGzjbWN33mt85dJqRq3VXUOq9KZN6iN7p5OJFi1HHbjLxoWdq1nwBeYA1HWR3xeMHXnHWkRwZnTguFl2UTGGRKefAxFGZqja49josWRep%2BcfxP8Dt%2FX3mdHNzLI3TjkphQ7paLrQhBsUSG8Z5cz8fG3oVRvKPi5z4eOU86f08mGxiE3dlU%2BZo9n%2B9Mu3HgZe6YElW3VkOUOMYnDQIdN8OUcOC8S97KA%3D%3D%7Ctkp%3ABk9SR5qDoZCAZg,https://i.ebayimg.com/images/g/eFAAAeSwq61oYV7w/s-l500.webp," 90,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Refurbished,0,
"2025 Neu Smartphone Handy Android 14 5.5"" Ohne Vertrag Octa Core Dual SIM 4+16GB",https://www.ebay.de/itm/156240108893?_skw=phones&itmmeta=01K00FBEBTH255PZ0YB40FGYSN&hash=item2460a2dd5d:g:eRsAAeSwoiloX2r8&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dKYdafw9LFVjeMA%2Bhj%2FUI6FEGWYPw%2BdbBguRLdNY8EG7OhJ3CN55W4agsFATRTPhiWTSDwFugF1seWCU9xd4%2B9C5COWXPbEgRRmHuX5ZaOattP8GgO0zxRtnbIh0w7GDQhsCwVDkpQqdJqW91XUk%2B9Ec%2FUlXT5M5TwajqmBgBMrjibzjlBKtvRN5HTn9A5AHrGMxWD4jUdU4c7PNXDYvL17CIhx5lqwt5aUSj0Zjw0Xw%3D%3D%7Ctkp%3ABk9SR7rmrY-AZg,https://i.ebayimg.com/images/g/eRsAAeSwoiloX2r8/s-l500.webp," 61,99",Gratis 2-3 Tage Lieferung,N/A,Seller Pays Return Shipping,Direkt von XGODY,0,
Samsung GT-B2710-Black Neu!,https://www.ebay.de/itm/116641020580?_skw=phones&epid=100133484&itmmeta=01K00G8857VY1CZZ99S9C2Y5FX&hash=item1b2858baa4:g:0VsAAOSwut1oXSGI&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1duvenz8GImCNF8ftG5ZGP%2FySKOhDC%2BTieZp23jz2IOrTEr2Yal6nX6aMsRddpISr%2FsoUOF6GsXTi9S7qBxWt4qa28UXlHXtqPxX1tkejguz8hc7ZYkc5xevNun7Qlaeb51Evj2%2B%2BD%2Bkn6QHhm4KV2Sr%2BxSXNPOPQTNZUi3Tt6unIcE0JTSxev6rYCm1rvX%2F8PT5NYUKnyP5qwZF%2B%2Br6kW%2FKV2o4%2FeXggNxlEwm%2Fh%2FtT6NEcg3WQv%2FbW5tKigDmazIOYLjhYIlKqiKD%2B5OzhdsX%7Ctkp%3ABk9SR5qDoZCAZg,https://i.ebayimg.com/images/g/0VsAAOSwut1oXSGI/s-l500.webp," 169,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Refurbished,4,
"Bose SoundSport Wired kabelgebunden 3,5mm Kopfhörer Headphones für Android",https://www.ebay.de/itm/364840177996?_skw=phones&epid=11068410466&itmmeta=01K00G8857SN4AADG1CF0X58GX&hash=item54f22b514c:g:L8UAAOSwFAVmGjfZ&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1ccCAPGl8Kw%2BwJo7pxPym69Ndyca1aFWFg8xPZ2ldPGxnslL8LIT6qlzyrDa9UEUxVBc%2BmZ1kG55YjuLkJNYDCgysV%2FdnlMItmJfOBfxy6TInME0D1wXN88lTY2DdBeaIdq6zD92tZ8Jjo6NI2Ceu003GQfDoJezvCsToeNubLFzCQ1I3Dnf4c1pNvhiSDi0JWRdfo0RpdOi3hSFqkYlMo1Ethnjldo65z4TfnjdBQCtsWjAoTtKPxy6lGNikA8OhK1a50aj7pEL73hrkDhbBiJ%7Ctkp%3ABk9SR5qDoZCAZg,https://i.ebayimg.com/images/g/L8UAAOSwFAVmGjfZ/s-l500.webp," 53,55",Gratis 2-3 Tage Lieferung,Delievery to Pickup Point Possible,Seller Pays Return Shipping,Refurbished,0,
Neues AngebotNothing Phone 3  schwarz black NEU OVP 512 GB 16 GB RAM,https://www.ebay.de/itm/236196718300?_skw=phones&itmmeta=01K00G8857XQRXSKHYFBWFHP5X&hash=item36fe6be6dc:g:ebkAAeSwOXpocoLo&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fBaT%2BvfEN17jpbjxkaesPlPK1wxQlDAxWRzcfhuOWi3guezvNqqyYtSVdw4JeEwq%2F%2BuvPHQpZ5nRv6Wsk%2Fy9%2Fm4lbBToLC3Z8wLBXzbDOHqxGQ2X7MxQlTF2QU7uKM0VtmTUAd%2BFKxjg%2Be29dA6QntGu9RsF70%2BnV0q9ufe5tUoGkTZrUwPlk%2BGLIbQtvjInhQVq9AMtxvo4SNBf9uK%2FbufOW5GmHdRG6UlmcEKbGbSbCSyL2wjPiTJG8a51Rl7zUkq5GMi2DxgbQIPpGLmPmm%7Ctkp%3ABk9SR5qDoZCAZg,https://i.ebayimg.com/images/g/ebkAAeSwOXpocoLo/s-l500.webp," 889,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Refurbished,0,
"2024 2,4"" 2G Mini Wandschirm Smartphone Handy Ohne Vertrag Dual SIM Druckknopf",https://www.ebay.de/itm/156381361028?_skw=phones&itmmeta=01K00G8857KSGD550K4H10MEV4&hash=item24690e3384:g:KO4AAOSwHJRm0YF3&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1ee35wjOX7ZlA%2Bzz9a5lOb1MLZ5%2FBa6N82rWgvte3xSexbw1xp5K5%2FAcuX2b7KFuFLd%2BkcBPJYU5TUqiQj10gFrXHGYolp3QA8PofB3RmPTkC8hsJTs%2BDe%2FJMLGMOKo5JNSudoXIiDlcdOBE6Vp3sAa7ADT8Zwc4H0REcWv8PCknVU4Dm0XMRJO%2B9SIkJBP44bNWRz3ro1heuD0aGDfdwxvYyusakGIkNFm%2FG32bK%2BDBQ%3D%3D%7Ctkp%3ABk9SR5qDoZCAZg,https://i.ebayimg.com/images/g/KO4AAOSwHJRm0YF3/s-l500.webp," 29,63bis 62,62",Gratis 2-3 Tage Lieferung,N/A,Seller Pays Return Shipping,Direkt von XGODY,0,
AGM M6 4G Handy ohne Vertrag Tastenhandy Robust Stoßfest Wasserdicht Baustellen,https://www.ebay.de/itm/196303421198?_skw=phones&epid=19059002551&itmmeta=01K00G88575QNDQ45ECXAMWVBS&hash=item2db4987f0e:g:C6UAAOSwyWFm84Ej&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cGn7nwI5hDrf9rEy8LsAFMjR25%2FAyWNG08RAmdpM9g8506wMlaYs9DkjJBdQFuE6HuXRpaahg80mCBKxsaf2XP42YBX42HsbK8oFYbZR6ZI7MX2iQnwmVmyyLnL88B6Sql9fUwdm6ADQUlTCp8fvTdtEPUYifJk1Nhk6D2qqsF874qfap6QCou1X40P35RjUFY4xs9uoo%2B8Ybewxs2u9VrnBnwHwsqi8yOtoiKYPtRVg%3D%3D%7Ctkp%3ABk9SR5qDoZCAZg,https://i.ebayimg.com/images/g/C6UAAOSwyWFm84Ej/s-l500.webp," 89,99bis 109,99",Gratis 2-3 Tage Lieferung,N/A,Return Not Possible,Refurbished,0,
Sony Ericsson K750i Schwarz 2MP Handy Phone OVP Zubehörpaket,https://www.ebay.de/itm/157139094960?_skw=phones&epid=100175059&itmmeta=01K00G88570E8M2D05F0CVMZZB&hash=item2496384db0:g:wGAAAeSwObpoY23J&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dCxHQHY0%2By3hFHNoXfUguOEm%2FodbEwZkTr1idm9RQGwIU2ybTTqg8bEycIKEIk8R3k1cN01YDmqn7YjPvPkopdq2V4JnqXKcRWu5bxbGa3%2FdZqo0fZAMQMNz3wcPxmyVN%2F2Ot59WKLwADzbRU7lCJDy8w2DDf%2B7nCL20xgGkr%2Bv%2BkBUQrSQjGAhvWoPMf%2FVFklvsfd%2FzHZ98Cxys3PTsN2VuW0R3DmGJfNFPJncGXDgA%3D%3D%7Ctkp%3ABk9SR5qDoZCAZg,https://i.ebayimg.com/images/g/wGAAAeSwObpoY23J/s-l500.webp," 39,99",Gratis 1-2 Tage Lieferung,Delievery to Pickup Point Possible,Return Not Possible,Refurbished,0,
SAMSUNG GALAXY S9 SM-G960F 64GB SMARTPHONE SCHWARZ BLAU VIOLETT HÄNDLER WIE NEU,https://www.ebay.de/itm/175053480913?_skw=phones&epid=17034148471&itmmeta=01K00G88570B5XSGYHXHBDMG0N&hash=item28c20023d1:g:1eMAAOSwrWxhrqtO&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dYWaZZ%2BKZXHidBj246Y4hskn17tDLNhz1WvIJh5QrlrwSSFOzu05yOZRMjX7uD7eBi3gErW%2FBbhSejpgcW7k4PbENu1Af%2Bcs3%2BhjggGUXNNVNCA%2BXxKESje%2FETAPhiSwnLQU3Rx4TvX%2BNy61O5Knk4so5jgScTCoKriV%2BPi5MNqLG5ocU7i%2FLK7hZeTRhFFGmFKsc717PKyOPmeqtRNkTcf36vUKILW5loA%2BziUJrWnuUWjIDt0MUsCzIWY7LRausHqBoW3XZF%2FkAH1MdQgiR8%7Ctkp%3ABFBMmoOhkIBm,https://i.ebayimg.com/images/g/1eMAAOSwrWxhrqtO/s-l500.webp," 245,00",Gratis 1-2 Tage Lieferung,N/A,Seller Pays Return Shipping,Refurbished,0,
"Nokia Lumia 900 16GB schwarz, Windows Phone, Guter Zustand ***",https://www.ebay.de/itm/286553254599?_skw=phones&epid=174175686&itmmeta=01K00G88574A9GEMGW3WSMKA0J&hash=item42b7e7aac7:g:LYUAAeSwGOZoHLkI&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cdDrAqsi068zm%2BPyMCxKfnMyHTH%2BDfUsQf6oNuDJlhCJBdlNQR9RpchwlKH9BHfxH6omPuejVo0%2BYMftGh21UtIZ1QlVSEjDRXBfRFU4b5Xmko8BcEJFle51E6Uw78pteu6tWnsfjA87s%2FJ63t8otAnBgpZ2%2BFk1KQfmjq%2B3iie2WO%2Bdvh0lDHIOCxVRPDaAm5JOOEXo9wAp5sl%2FRm%2BX5gAkul8HM2r8alJM0CL2hC95vWz3A3lBiySwhygqUL8SqWv8LKZ2x6E6i1iA42xc57%7Ctkp%3ABFBMmoOhkIBm,https://i.ebayimg.com/images/g/LYUAAeSwGOZoHLkI/s-l500.webp," 17,50",Gratis 2-3 Tage Lieferung,Delievery to Pickup Point Possible,Return Not Possible,Refurbished,0,
Samsung GT-B2710 - Neu!,https://www.ebay.de/itm/256565819209?_skw=phones&epid=100133484&itmmeta=01K00G88579ZAR4800RW4R42NT&hash=item3bbc83b749:g:sNkAAOSwqVtmirpo&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fy7S9yJV3XIS5oHpctdb2Og1rZbKKvaEIWmVixd%2FT5Es08wuPLbtA6fJhK3cDaMpGpf4pvLZ87rk9IOLvWT%2F4cbJVC67cf04Uiy6eyoGEnrZc24Zfs6ZMr7tbZU8fq%2FLly%2FQm45ET%2FGk1yve3HUAYceqkwbyvxXyKJE4fXAnOm6AlpLze7KfNS5C3QQk5cm3%2FQC24vIrXG%2F%2BK1L65%2FuZAoCJFIbPXz%2Bih0Gzhf%2B5VHJq6C1DK65nMX4Uo4LLSPljH4LhV9vwnzb3pJPHvxFHXg%7Ctkp%3ABFBMnIOhkIBm,https://i.ebayimg.com/images/g/sNkAAOSwqVtmirpo/s-l500.webp," 267,52",Gratis 2-3 Tage Lieferung,Delievery to Pickup Point Possible,Return Not Possible,Refurbished,3,
Fairphone 4 5G-256GB Grau Dual SIM,https://www.ebay.de/itm/267313913697?_skw=phones&epid=9051785066&itmmeta=01K00G88575HW2HFEZQ78BXCX9&hash=item3e3d269f61:g:hoYAAeSwY-NoaOVb&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fAJEQq1zflUkoxjmZgYPUxIrYGAPbAfz1c%2BkWSLIgUU654RSE1tCstFgSIOpOB3LVN4mdyOp48xMeLjtQxvc%2FjvupZMjCKD9OZo9sYCzrWIxx8w5mR8u%2Fbd%2B7hZ7uDJPm%2FnuwI5wbpK3cB8nUzxidjuyjXEj3KB8Au%2FT5scxM4zvWpIC4p0AmiIq6pAd3osGcNq9klo8Jpte5LcX22UT15Xi%2Bg9rZHp47BSX9CsMIFy05Uk74DqjsaDQVq1mryAPkfH7%2BmwzgKhWOYzAjz%2FdnO%7Ctkp%3ABFBMnIOhkIBm,https://i.ebayimg.com/images/g/hoYAAeSwY-NoaOVb/s-l500.webp," 103,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Refurbished,0,
"Nothing Phone (3a) 128GB, Handy, weiß",https://www.ebay.de/itm/157163227305?_skw=phones&itmmeta=01K00FBEBTTJ9115GJ3ZH95DWK&hash=item2497a888a9:g:k8kAAeSw~LdoVm2P&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dAi%2FtAHRwa5qvP%2BaoA93HC8GceOcq07d3V6XBqow7TiCecJxdcdlbE%2BP5UhzZnLkqRIE2%2FQ4eBqE6f7hfoLWw2KIZy4%2FnwPVhOhiCtP2RTrQrGF%2Bd%2BVT6qsy6gPFTDO%2FFC2%2F3szRq3zu8NY0Ul7vH5xPOjAsoE5SQEoygM8MDrsYzCz8uj8Dj1Nwrrm7ushMi0auY%2BTso60e0Vu%2Bdf%2F6SKu9NmH%2FTZI20XbLITBZ--og%3D%3D%7Ctkp%3ABk9SR7zmrY-AZg,https://i.ebayimg.com/images/g/k8kAAeSw~LdoVm2P/s-l500.webp," 235,99",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Refurbished,0,
